id,dataset,text,oracle
5287,OrtuJIRA_test_9,Thanks for the patch Erik (and Jon),1
5288,OrtuJIRA_test_9,Thanks for figuring this one out and providing the patch Jamie!,1
5289,OrtuJIRA_test_9,@Ashutosh: thanks a lot for the comments.,1
5290,OrtuJIRA_test_9,Thanks for the quick patching Donald!,1
5291,OrtuJIRA_test_9,Thanks Bilgin  it is working fine now.,1
5292,OrtuJIRA_test_9,Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.,1
5293,OrtuJIRA_test_9,Thanks senaka for the patch.,1
5294,OrtuJIRA_test_9,Thank you very much Richard.,1
5295,OrtuJIRA_test_9,Thanks for the patch Niall +1,1
5296,OrtuJIRA_test_9,thanks henry!,1
5297,OrtuJIRA_test_9,Taking it over  Thanks Mayank,1
5298,OrtuJIRA_test_9,:)  Best regards Fabian.,1
5299,OrtuJIRA_test_9,Thanks  Rishi Solanki  to review the patch.,1
5300,OrtuJIRA_test_9,Thanks Hari!,1
5301,OrtuJIRA_test_9,Best regards Richard,1
5302,OrtuJIRA_test_9,Hello George  The fix looks fine many thanks!,1
5303,OrtuJIRA_test_9,Best regards  Andrew,1
5304,OrtuJIRA_test_9,Thank you Brandon.,1
5305,OrtuJIRA_test_9,I really like what I am seeing so far.,1
5306,OrtuJIRA_test_9,This is quality work.,1
5307,OrtuJIRA_test_9,Thanks Dianne!,1
5308,OrtuJIRA_test_9,Thanks Elena.,1
5309,OrtuJIRA_test_9,Thanks Suresh,1
5310,OrtuJIRA_test_9,Thanks to both for these usability enhancements !,1
5311,OrtuJIRA_test_9,Thanks a lot for the reviews Todd.,1
5312,OrtuJIRA_test_9,Thanks Stepan.,1
5313,OrtuJIRA_test_9,Thanks Doug for the change.,1
5314,OrtuJIRA_test_9,Great investigations Doron!,1
5315,OrtuJIRA_test_9,Thanks for your patience.,1
5316,OrtuJIRA_test_9,Thanks Ivan.,1
5317,OrtuJIRA_test_9,Hi Sandy Thanks so much to give me such comments that's really helpful I will update this later.,1
5318,OrtuJIRA_test_9,ahhh sweet i'm guessing you have an IDE that does this? If the tests pass commit this kinda crap goes out of date too fast!,1
5319,OrtuJIRA_test_9,I want to integrate the sweet sweet logo Andrew crafted.,1
5320,OrtuJIRA_test_9,Thanks Oliver!,1
5321,OrtuJIRA_test_9,Thanks to Fabrizio for the patch.,1
5322,OrtuJIRA_test_9,Regex is your friend.,1
5323,OrtuJIRA_test_9,Thanks Awdesh - Done at r821748.,1
5324,OrtuJIRA_test_9,Thanks Richard  Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.,1
5325,OrtuJIRA_test_9,Thanks Tom,1
5326,OrtuJIRA_test_9,Thanks for your comments Konstantin.,1
5327,OrtuJIRA_test_9,Marcelo thanks for pointing out this it is now fixed in rev.,1
5328,OrtuJIRA_test_9,looks fine thank you.,1
5329,OrtuJIRA_test_9,Thanks for spotting this fixed at r487519,1
5330,OrtuJIRA_test_9,Thanks Areek patch looks good!,1
5331,OrtuJIRA_test_9,Hi James  This patch has been applied by chirino in the revision 576522  at Sep 17.,1
5332,OrtuJIRA_test_9,This patch really helped.,1
5333,OrtuJIRA_test_9,It will be great if you could confirm it either way first.,1
5334,OrtuJIRA_test_9,Thanks Todd glad to be on board!,1
5335,OrtuJIRA_test_9,Sweet I will review and apply.,1
5336,OrtuJIRA_test_9,Thanks Amar!,1
5337,OrtuJIRA_test_9,Thanks for sweet patch Erik.,1
5338,OrtuJIRA_test_9,Owen thanks for the slides.,1
5339,OrtuJIRA_test_9,I'm glad we were able to resolve this issue.,1
5340,OrtuJIRA_test_9,Megan Glad to be of service : ),1
5341,OrtuJIRA_test_9,Thanks Andi.,1
5342,OrtuJIRA_test_9,Hi Daniel thanks in advance for your support.,1
5343,OrtuJIRA_test_9,Thanks Hairong!,1
5344,OrtuJIRA_test_9,Thank you very much for your effort David.,1
5345,OrtuJIRA_test_9,Thanks in advance Jens,1
5346,OrtuJIRA_test_9,Aha thanks for the information. That makes sense. Glad to hear that it helped! :),1
5347,OrtuJIRA_test_9,Thanks for looking into this Suresh.,1
5348,OrtuJIRA_test_9,Thanks a lot for sharing that Josh!,1
5349,OrtuJIRA_test_9,Thanks a lot Subin.,1
5350,OrtuJIRA_test_9,Brilliant feedback thanks! I'm glad you found the issue and the solution!,1
5351,OrtuJIRA_test_9,Sweet :) You got there before me,1
5352,OrtuJIRA_test_9,bq. First of welcome :) Thank you.,1
5353,OrtuJIRA_test_9,Thats sweet that you have the prior experience hacking this on top of a store already.,1
5354,OrtuJIRA_test_9,Excellent work Do??acan - thank you.,1
5355,OrtuJIRA_test_9,This looks simple and sweet to me.,1
5356,OrtuJIRA_test_9,Sweet kickstart for our new wiki!,1
5357,OrtuJIRA_test_9,Hello  Thanks a lot!  It works.  Lisa,1
5358,OrtuJIRA_test_9,Yes please - pull request away my friend!,1
5359,OrtuJIRA_test_9,I love this.,1
5360,OrtuJIRA_test_9,dc36d49eb3e240b3d8fd8b89ab178a7b1ec17d8b TS-1513: SPDY plugin crashes on connection close  Thanks for testing!,1
5361,OrtuJIRA_test_9,Thanks for looking into this Allan.,1
5362,OrtuJIRA_test_9,Thank you Babak!,1
5363,OrtuJIRA_test_9,I will be the sponsor for your beer the next time we meet.,1
5364,OrtuJIRA_test_9,But I'm probably not an JMX expert... -),1
5365,OrtuJIRA_test_9,I tested a couple of projects with IDEA 7 and 8 and some more with IDEA 7 and everything is working.,1
5366,OrtuJIRA_test_9,but both IDEA 7 and IDEA 8 seem to handle them just fine.,1
5367,OrtuJIRA_test_9,Could you please port it to branch-1 that that we could integrate it to branch-1-win  Slavik thanks for the review!,1
5368,OrtuJIRA_test_9,Thanks Ashish For committing the patch.,1
5369,OrtuJIRA_test_9,Thanks Chandan Khandelwal,1
5370,OrtuJIRA_test_9,Thanks Aaron!,1
5371,OrtuJIRA_test_9,Please let me know if you need something else.,1
5372,OrtuJIRA_test_9,If you would like to take up this work that'd be great.,1
5373,OrtuJIRA_test_9,Otherwise hopefully someone else will improve this code when they've got some time.,1
5374,OrtuJIRA_test_9,[~lhofhansl] thank you so much.,1
5375,OrtuJIRA_test_9,Thanks Mark for taking care of this issue!,1
5376,OrtuJIRA_test_9,this class funny coincidence :)  What are you thoughts about QueryParser being able to know about custom Query implementations?,1
5377,OrtuJIRA_test_9,:)  Will have a look.,1
5378,OrtuJIRA_test_9,great idea those are lost to the ages but I'll try to reproduce.,1
5379,OrtuJIRA_test_9,However the goal of the test was very good.,1
5380,OrtuJIRA_test_9,Thanks Pat.,1
5381,OrtuJIRA_test_9,Patch looks good to me.,1
5382,OrtuJIRA_test_9,I like this title.,1
5383,OrtuJIRA_test_9,Thanks.,1
5384,OrtuJIRA_test_9,indeed good catch!,1
5385,OrtuJIRA_test_9,That's a good point we should make sure that it doesn't decrease performance for one of the database types even if it increases it for Oracle (in which case making it configurable in oozie-site.xml would be a good idea too).,1
5386,OrtuJIRA_test_9,(@ddlatham: thats kinda funny that you wrote the linked-to article -- it was a random google search),1
5387,OrtuJIRA_test_9,This is the bridge code minus the redundant bit.,0
5388,OrtuJIRA_test_9,I would like that add that the problem is highly reproducible.,0
5389,OrtuJIRA_test_9,Looks great to me.,0
5390,OrtuJIRA_test_9,Thanks Doug.,0
5391,OrtuJIRA_test_9,These file describes my change:  derby1434-try2.diff (attached multiple times should have the same content) derby1434-try2.stat,0
5392,OrtuJIRA_test_9,And it's somehow connected to https://issues.apache.org/jira/browse/DIRAPI-137,0
5393,OrtuJIRA_test_9,"The reason of such big number of ""ByteArrayOutputStream.write"" invokes is signed ext/bcprov.jar - it's manifest is read by byte.",0
5394,OrtuJIRA_test_9,If we put this jar to bootclasspath we'll have at least 5% performance boost on HWA application .,0
5395,OrtuJIRA_test_9,btw: maybe we should add this Jira's as subtasks to HARMONY-5277 ?,0
5396,OrtuJIRA_test_9,As they're startup related.,0
5397,OrtuJIRA_test_9,Ok all done  https://issues.apache.org/jira/browse/KATO  I found sgoyal jira username to be shubham so hope thats right if so good to go!,0
5398,OrtuJIRA_test_9,comments on phabricator,0
5399,OrtuJIRA_test_9,I guessed UIMA_HOME/config but could be /lib,0
5400,OrtuJIRA_test_9,The only thing that the convention plugin does at request time happens in org.apache.struts2.convention.ConventionUnknownHandler the rest is just configuration loading on start up you might want to put a breakpoint in handleUnknownAction and see what is going on.,0
5401,OrtuJIRA_test_9,So either new-style hints are being written without versionColumn by RowMutation.hintFor or old style hints did not get cleaned out properly by SystemTable.purgeIncompatibleHints.,0
5402,OrtuJIRA_test_9,But both of those look fine to me.,0
5403,OrtuJIRA_test_9,Hi  I have changed the rsync to rsync.eu.apache.org.,0
5404,OrtuJIRA_test_9,Please check it now.,0
5405,OrtuJIRA_test_9,Regards Softaculous Team,0
5406,OrtuJIRA_test_9,> Stage 2 btw will involve documentation.,0
5407,OrtuJIRA_test_9,I'm not forgetting it :)   Did you forget it or did I miss it somewhere?,0
5408,OrtuJIRA_test_9,Is it possible to do this when closing the input/outputstream aswell?,0
5409,OrtuJIRA_test_9,Thanks Mathias.,0
5410,OrtuJIRA_test_9,Bringing into 0.90.0.,0
5411,OrtuJIRA_test_9,Marking as critical.,0
5412,OrtuJIRA_test_9,@Jon Thanks for committing it.,0
5413,OrtuJIRA_test_9,Anoop reminded me about this.,0
5414,OrtuJIRA_test_9,The failure of GdiplusStartup happened to because this function was called from a native method with RSP not aligned to 16 bytes.,0
5415,OrtuJIRA_test_9,It is not well documented in MSDN but it looks like RSP has to be always aligned to 16 bytes.,0
5416,OrtuJIRA_test_9,Some functions don't require it but some do.,0
5417,OrtuJIRA_test_9,A patch was made to the interpreter to fix this in assembly code so if a native method has an odd number of arguments additional 8 bytes are skilled by RSP to align it to 16 bytes.,0
5418,OrtuJIRA_test_9,Patch applied at 514264.,0
5419,OrtuJIRA_test_9,So I am likely going to work on this soon.,0
5420,OrtuJIRA_test_9,What is the exact problem?,0
5421,OrtuJIRA_test_9,If it would as simple as just recreating ReplicationZookeeper or using RecoverableZookeeper J-D would have probably just done it :),0
5422,OrtuJIRA_test_9,You forgot to mention the part where I said that I have absolutely no idea if MinSize is important for some other part of the code )  Also it looks like if we add a check in couch_db:doc_flush_binaries/2 to see if we're not streaming an attachment of unknown length and then pass that information to couch_stream:ensure_buffer/2 so that couch_stream can decide if it wants to allocate exactly the requested amount or some extra it'd solve the issue.,0
5423,OrtuJIRA_test_9,The two issues mentioned by Tom has been fixed.,0
5424,OrtuJIRA_test_9,The new patch is the whirr-168-3.patch file.,0
5425,OrtuJIRA_test_9,32 bit ubuntu 12.10,0
5426,OrtuJIRA_test_9,Marking this for 0.18.4 and above since it's a deadlock.,0
5427,OrtuJIRA_test_9,The patch should work on all fair scheduler versions.,0
5428,OrtuJIRA_test_9,This blocker/ critcal was created before July please review and resolve we are approaching 4.2 code freeze in 7 days,0
5429,OrtuJIRA_test_9,Was fixed to behave as it used to.,0
5430,OrtuJIRA_test_9,Thanks for the patch.,0
5431,OrtuJIRA_test_9,It works for me both in container and in testing with WicketTester.,0
5432,OrtuJIRA_test_9,"As I said on that thread I'm in a compilers class right now and I thought I might make a more ""enlightened"" attempt using lex/yacc soon and see where that gets me if no one else gets this done first.",0
5433,OrtuJIRA_test_9,"anyway if someone is brave enough to fix the ""attempt one"" script i wish them well )",0
5434,OrtuJIRA_test_9,I added a rm -rf /tmp/h* to hadoopqa... and ran this again.... seems to be working:  https://builds.apache.org/view/H-L/view/HBase/job/PreCommit-HBASE-Build/7253/console  We'll see.,0
5435,OrtuJIRA_test_9,by the way the only open impl of this algorithm i could find is at http://rrette.com/moman.html (ZSpell) in python.,0
5436,OrtuJIRA_test_9,I recently stumbled upon a C++ey STLey impl -> http://code.google.com/p/patl/  bq.,0
5437,OrtuJIRA_test_9,I might be on the trail of a java impl - get out the hounds!,0
5438,OrtuJIRA_test_9,If you do take hold of it do not hesitate to share :) The original paper and C++ code likewise melt my brain and I needed the algo in some other place.,0
5439,OrtuJIRA_test_9,Go ahead commit Nitay.,0
5440,OrtuJIRA_test_9,We can file issues with it as we find them.,0
5441,OrtuJIRA_test_9,Hi Deepa I looked at the transaction logs afaict this is not a bug rather the znode you mention is not deleted on session expiration because it was already explicitly deleted by another session.,0
5442,OrtuJIRA_test_9,I dumped the txnlog from zookeeper2 here is the section of interest.,0
5443,OrtuJIRA_test_9,afaict things are working properly at least on the ZK side of things.,0
5444,OrtuJIRA_test_9,Fixed a typo in the oritinal patch.,0
5445,OrtuJIRA_test_9,toString() method added.,0
5446,OrtuJIRA_test_9,FWIW: this issue is a regression of JCR-890 i.e.,0
5447,OrtuJIRA_test_9,the refactoring involved (r982520).,0
5448,OrtuJIRA_test_9,there might be more hidden issues like this.,0
5449,OrtuJIRA_test_9,+1 let's rip it out and redo it if we need it.,0
5450,OrtuJIRA_test_9,I wasn't talking about the perment schedule.,0
5451,OrtuJIRA_test_9,I was talking that the first three months of becoming a TLP we have to report monthly.,0
5452,OrtuJIRA_test_9,"Kevin we already have that -- the jobs are named after the file (if you run pig myfile.pig) but you can override the name with ""set job.name myname""  With this ticket that job name would essentially become a prefix.",0
5453,OrtuJIRA_test_9,I've saw this after completed the issue.,0
5454,OrtuJIRA_test_9,I've rework almost all needed messages in Preconditions.checkArgument.,0
5455,OrtuJIRA_test_9,And I did it according the style of each class.,0
5456,OrtuJIRA_test_9,I think it will be useful to standardize all the messages.,0
5457,OrtuJIRA_test_9,"Example for case: Preconditions.checkArgument(size >= 0 ""size must be at least 0"") we can do like Preconditions.checkArgument(size >= 0 ""Wrong size: "" + size + "".",0
5458,OrtuJIRA_test_9,Marking this an incompatible change so that it gets attention.,0
5459,OrtuJIRA_test_9,Also setting webinterface.private.actions has other effects like enabling the 'kill job' and 'kill task' links on the Job web UI.,0
5460,OrtuJIRA_test_9,@Joy: I agree that not losing heartbeats is the best scenario.,0
5461,OrtuJIRA_test_9,In the case I mentioned in my above comment we would not lose datanode heartbeats if we implement HDFS-1392.,0
5462,OrtuJIRA_test_9,"On the other hand if there is a true network partition then NN will ""lose heartbeats"" from datanodes because the datanodes cannot send messages to the NN.",0
5463,OrtuJIRA_test_9,In that case the NN should delay creating a replication-storm in the hope that the network partition gets resolved soon.,0
5464,OrtuJIRA_test_9,So the heuristic that I listed above to detect a network partition should still be applicable isn't it?,0
5465,OrtuJIRA_test_9,Hi,0
5466,OrtuJIRA_test_9,Yep i am actually using just Pax Runner/Exam to start Ace stuff.. but i am not 100% sure about what the MuliFrameworkStarter is about.. what is it good for ?,0
5467,OrtuJIRA_test_9,Checked in with revision 388211.,0
5468,OrtuJIRA_test_9,After applied patch the output format just like this :  [root@infra1 bin]# ./hdfs dfs -count -header / DIR_COUNT FILE_COUNT CONTENT_SIZE FILE_NAME            7        10002           10292583 / [root@infra1 bin]# ./hdfs dfs -count -q -header / QUOTA REMAINING_QUATA SPACE_QUOTA REMAINING_SPACE_QUOTA DIR_COUNT FILE_COUNT CONTENT_SIZE FILE_NAME   2147483647      2147473638            none             inf            7        10002           10292583 /,0
5469,OrtuJIRA_test_9,The unit test code is for a sleep job where splits need not be different since they are empty.,0
5470,OrtuJIRA_test_9,"Here is his response:  ""There is no reason to change the version in the header as the version can be anything (ISO 19005-2:2005 6.1.2).",0
5471,OrtuJIRA_test_9,As for the OutputIntent that is not necessary if all colors in the PDF are in a device independent colorspace (ISO 19005-1:2005 6.2.3.1).,0
5472,OrtuJIRA_test_9,In this case they are all in ICCBased Gray.,0
5473,OrtuJIRA_test_9,"Leonard""       BR  Bill Fausser",0
5474,OrtuJIRA_test_9,That seems to work for me - thanks!,0
5475,OrtuJIRA_test_9,The preliminary patch is attached.,0
5476,OrtuJIRA_test_9,David  I've done a little digging and have a question around:  OrderReadHelper.getOrderItemQuantityBd()  Firstly going back a while now this log:     http://svn.ofbiz.org/viewcvs/trunk/components/order/src/org/ofbiz/order/order/OrderReadHelper.java?rev=4367&r1=4281&r2=4367 shows a change to the strings that seems to make the first if statement redundant?!,0
5477,OrtuJIRA_test_9,I presume either that statement can now be removed or the original intention of the statement needs reimplementing?,0
5478,OrtuJIRA_test_9,"scheduleAtFixedRate ""Creates and executes a periodic action that becomes enabled first after the given initial delay and subsequently with the given period that is executions will commence after initialDelay then initialDelay+period then initialDelay + 2 * period and so on.",0
5479,OrtuJIRA_test_9,"If any execution of the task encounters an exception subsequent executions are suppressed...""  so get() shouldn't be causing a cancel but if an exception is found then we need to re-schedule it manually.",0
5480,OrtuJIRA_test_9,(If you cast the Runnable in afterExecute to ScheduledFutureTask you can get access to the scheduling info.),0
5481,OrtuJIRA_test_9,if get is causing the cancel even w/o any exceptions being involved then I guess you'll need to source dive in ScheduledThreadPoolExecutor to see what is going on.,0
5482,OrtuJIRA_test_9,Here are two thread dumps:  sling6.thread_dump.01.txt was taken about 10 seconds after a shutdown of Sling was attempted.,0
5483,OrtuJIRA_test_9,sling6.thread_dump.02.txt was taken a couple minutes later.,0
5484,OrtuJIRA_test_9,I include it because quite a few of the threads from the first dump have stopped by this point.,0
5485,OrtuJIRA_test_9,thx todd missed the ant/ivy stuff update patch takes care of it (hopefully mavenized gridmix goes in soon and ant/ivy will go away),0
5486,OrtuJIRA_test_9,According to https://issues.apache.org/jira/browse/INFRA-6336 we can't use git for websites.,0
5487,OrtuJIRA_test_9,Thanks for the reference I'll look into it.,0
5488,OrtuJIRA_test_9,[~egli] - can you reproduce?,0
5489,OrtuJIRA_test_9,If you do you'd stand a better chance of making a proper fix...,0
5490,OrtuJIRA_test_9,I don't have the cycles today.,0
5491,OrtuJIRA_test_9,It would be great if you could work on it.,0
5492,OrtuJIRA_test_9,Thus assigning the issue to you.,0
5493,OrtuJIRA_test_9,Thanks.,0
5494,OrtuJIRA_test_9,"I have uploaded the modified patch ""PartyCommunication.patch"" and it is ready for testing.",0
5495,OrtuJIRA_test_9,This is the reverse side of ARIES 399 which dealt with a deadlock in ServiceRecipe.,0
5496,OrtuJIRA_test_9,As mentioned there to fix the issues blueprint code that calls out to any kind of client code (reference listeners service listeners initialiser methods) should not hold the full BlueprintRepository lock which allows deadlocks like the two observed.,0
5497,OrtuJIRA_test_9,Or at least the locks need to be much more fine-grained than locking the whole container.,0
5498,OrtuJIRA_test_9,I hope the first approach as the more general solution will work though :),0
5499,OrtuJIRA_test_9,Yeah I had a hunch it was a shutdown hook kicking in at the same time.,0
5500,OrtuJIRA_test_9,i modified the test class from HADOOP-6148 (bigger is better) the result is:   ||bytes||PureJava MB/sec||Native MB/sec||Random PureJava MB/sec||Native MB/sec|| | 1,0
5501,OrtuJIRA_test_9,I fixed the build failures on 4.1 this morning.,0
5502,OrtuJIRA_test_9,I'm doing an automated test as well.,0
5503,OrtuJIRA_test_9,Will close this ticket if there are no issues.,0
5504,OrtuJIRA_test_9,FAILURE: Integrated in Hadoop-Yarn-trunk #344 (See [https://builds.apache.org/job/Hadoop-Yarn-trunk/344/]) HDFS-5041.,0
5505,OrtuJIRA_test_9,Add the time of last heartbeat to dead server Web UI.,0
5506,OrtuJIRA_test_9,The patch should be licensed to ASF for inclusion in ASF works.,0
5507,OrtuJIRA_test_9,Is that part of the test in question?,0
5508,OrtuJIRA_test_9,lifecycle management up to a separate container  Agreed and my patch also contains a TODO for that.,0
5509,OrtuJIRA_test_9,Similar to all other plugins the life cycle hook should be pluggable in a sense that you can deploy them e.g.,0
5510,OrtuJIRA_test_9,in an OSGi container as a separate bundle.,0
5511,OrtuJIRA_test_9,Instead of hardcoding the hooks we could introduce a LifeCycleHookProvider similar to ValidatorProvider we already have.,0
5512,OrtuJIRA_test_9,Subject.doAs tricks  Good point.,0
5513,OrtuJIRA_test_9,Though we have to review that usage in general.,0
5514,OrtuJIRA_test_9,I'll try the approach you suggested.,0
5515,OrtuJIRA_test_9,api_key and secret_key are not required.,0
5516,OrtuJIRA_test_9,data sync is external to cloudstack,0
5517,OrtuJIRA_test_9,Thank you Ole!,0
5518,OrtuJIRA_test_9,Committed v2 patch to trunk with revision 508383.,0
5519,OrtuJIRA_test_9,Committed to HDFS-3042 branch.,0
5520,OrtuJIRA_test_9,Thanks for the reviews Bikas and Aaron.,0
5521,OrtuJIRA_test_9,I said above that the earlier patches were lost but nope there they are.,0
5522,OrtuJIRA_test_9,"Anyway the ""-2"" patches include all the changes in the first patch files.",0
5523,OrtuJIRA_test_9,What platform?,0
5524,OrtuJIRA_test_9,Have you tried the standard maven untangling tricks like deleting ~/.m2?,0
5525,OrtuJIRA_test_9,We need to make this configurable before we can apply this patch to the trunk (unless i have misunderstood the effect).,0
5526,OrtuJIRA_test_9,The demo looks like it will be very useful.,0
5527,OrtuJIRA_test_9,Thanks Cyriaque.,0
5528,OrtuJIRA_test_9,Form#maxSize is ignored now too.,0
5529,OrtuJIRA_test_9,> Another thing: is the try ... catch good or bad?,0
5530,OrtuJIRA_test_9,I guess will be better not catch since until now was not being catched and will be good to propagate upwards.,0
5531,OrtuJIRA_test_9,v2 removes some dross included by misstack.,0
5532,OrtuJIRA_test_9,You could easily test if it is due to felix by switching to equinox if the effects are still there blame it on pax web or dosgi.,0
5533,OrtuJIRA_test_9,This jira is unassigned but contains a patch that needs to be reviewed for inclusion in 1.1.1.,0
5534,OrtuJIRA_test_9,Would a new configuration boolean 'fs.manual.shutdown' be adequate for your needs?,0
5535,OrtuJIRA_test_9,You could programatically set this before getting your filesystems and when set true the shutdown hook would not be added.,0
5536,OrtuJIRA_test_9,Vinay thanks for working on this.,0
5537,OrtuJIRA_test_9,Some comments:  The new method added to Namesystem is better to # pass BlockInfoUnderConstruction # call it as isInSnapshot and # do not throw IOException.,0
5538,OrtuJIRA_test_9,{code} //Namesystem.java public boolean isInSnapshot(BlockInfoUnderConstruction block) {code} In the implementation in FSNamesystem it should try-catch the UnresolvedLinkException and log it as an error since the full path obtained from a file should not have unresolved link.,0
5539,OrtuJIRA_test_9,Second question: Why adding DFSTestUtil.abortStream(..)?,0
5540,OrtuJIRA_test_9,I appended the information to the end of the file.,0
5541,OrtuJIRA_test_9,You have the ability to add users to the mina group in svn not to the group on people.a.o.,0
5542,OrtuJIRA_test_9,To grant new users commit access check out https://svn.apache.org/repos/asf/infrastructure/trunk/subversion/authorization and add the appropriate usernames to the mina= line in the [groups] section of the asf-authorization file.,0
5543,OrtuJIRA_test_9,shifted as agreed during the IRC release preparation meeting,0
5544,OrtuJIRA_test_9,thx to Cristi Toth  for his patch,0
5545,OrtuJIRA_test_9,Pull out the RopeTransport stuff fix the bug and add in the graceful degradation and I'm happy to see it pushed :),0
5546,OrtuJIRA_test_9,I guess it's OK to put it in trunk.,0
5547,OrtuJIRA_test_9,I did not write it in a way that fits in with the rest of the implementations though.,0
5548,OrtuJIRA_test_9,No unit tests either yet.,0
5549,OrtuJIRA_test_9,* regular business exceptions work.,0
5550,OrtuJIRA_test_9,1,0
5551,OrtuJIRA_test_9,Everything timed out.,0
5552,OrtuJIRA_test_9,Resubmitting and making it a blocker for 0.22,0
5553,OrtuJIRA_test_9,I'm good with the last version of the patch of just adding a dclocal read repair chance.,0
5554,OrtuJIRA_test_9,Do you mind rebasing Vijay?,0
5555,OrtuJIRA_test_9,So I went ahead and made the change.,0
5556,OrtuJIRA_test_9,It's uploaded here and on review board.,0
5557,OrtuJIRA_test_9,Removed version-infomation znode.,0
5558,OrtuJIRA_test_9,More like can't fix.,0
5559,OrtuJIRA_test_9,Integrated in Hadoop-Mapreduce-0.23-Build #9 (See [https://builds.apache.org/job/Hadoop-Mapreduce-0.23-Build/9/])     HADOOP-7608.,0
5560,OrtuJIRA_test_9,Contributed by Alejandro Abdelnur.,0
5561,OrtuJIRA_test_9,@Matthew   If you can contribute a section on SPNEGO authentication to the HttpClient tutorial I'll commit your code to the official 4.1 branch of HttpClient  http://wiki.apache.org/HttpComponents/HttpClientTutorial  Oleg,0
5562,OrtuJIRA_test_9,"Note that I was seeing the dreaded ""Delta source ended unexpectedly"" error at around revision 733924 [1] so I had to set the mirror to start the mirrored version history from after that.",0
5563,OrtuJIRA_test_9,[1] https://svn.apache.org/viewvc?view=revision&revision=733924,0
5564,OrtuJIRA_test_9,Wouldn't it make sense if getFile() always checked whether the passed in fileName is an absolute file no matter of the protocol?,0
5565,OrtuJIRA_test_9,If this is the case this file must be returned.,0
5566,OrtuJIRA_test_9,Tom no problem please see WHIRR-634 and WHIRR-635.,0
5567,OrtuJIRA_test_9,Thanks Graham,0
5568,OrtuJIRA_test_9,populated see r2083,0
5569,OrtuJIRA_test_9,Here is the Review Board for local.py.,0
5570,OrtuJIRA_test_9,trivial change to make the minSize be 1 byte.,0
5571,OrtuJIRA_test_9,I think this should be fine for all of the cases I could find where we use this function.,0
5572,OrtuJIRA_test_9,If we need to specify a different minSize later we can add a {{setMinSize}} function.,0
5573,OrtuJIRA_test_9,The precommit failures are unrelated to the issue at hand.,0
5574,OrtuJIRA_test_9,[~thejas] could you please have a look at this patch?,0
5575,OrtuJIRA_test_9,Commit 7a977b5eaffb411cb3f1409336cdf42f6b46b18c in branch refs/heads/1.6.x from [~zack-s] [ https://git-wip-us.apache.org/repos/asf?p=incubator-jclouds.gith=7a977b5 ]  Reauthenticate on Keystone HTTP 401 (JCLOUDS-178)  The number of retries here is not the same as for 500 errors expected behavior is a quick fail while retaining some robustness.,0
5576,OrtuJIRA_test_9,commons.net 3.0.1 Thsi application is too big RMI is in Jconsole.I myself dont use.I just use ftp.listfiles.,0
5577,OrtuJIRA_test_9,here i have read that it is because of active passive mode.i will try maybe it can solve my problem but i afraid that it will produce problem with multithread application,0
5578,OrtuJIRA_test_9,Test case and fix.,0
5579,OrtuJIRA_test_9,Also adding some extra tests for newline splitting - currently this coverage is lacking.,0
5580,OrtuJIRA_test_9,Nothing out of the ordinary here:  % host -t mx laguna-industries.com laguna-industries.com mail is handled by 20 mail.phnx.uswest.net.,0
5581,OrtuJIRA_test_9,laguna-industries.com mail is handled by 10 mail.laguna-industries.com.,0
5582,OrtuJIRA_test_9,% host  mail.phnx.uswest.net.,0
5583,OrtuJIRA_test_9,mail.phnx.uswest.net has address 63.231.195.31 host -t ptr 31.195.231.63.in-addr.arpa.,0
5584,OrtuJIRA_test_9,31.195.231.63.in-addr.arpa domain name pointer mpls-pop.inet.qwest.net.,0
5585,OrtuJIRA_test_9,qmail chose the secondary MX (which is the mpls-pop.inet.qwest.net) probably because it could not reach the primary MX.,0
5586,OrtuJIRA_test_9,Nothing wrong everything is cool.,1
5587,OrtuJIRA_test_9,+1 great job pat.,1
5588,OrtuJIRA_test_9,+1 on intent from looking at what the patch fixes.,1
5589,OrtuJIRA_test_9,Haven't explicitly tested it myself.,0
5590,OrtuJIRA_test_9,getUserInSystemGraph usisng a priviledged block to access the system graph I don't think this should be done here as the result is no of you if the caller has no access to the system graph.,0
5591,OrtuJIRA_test_9,On 2008-03-06 08:00:48.178 bendalton commented: FLV video of the bug in question with Snitter On 2008-03-06 08:01:57.860 bendalton commented: This bug was first discovered in an application I'm working on.,0
5592,OrtuJIRA_test_9,I reproduced the bug using Snitter.,0
5593,OrtuJIRA_test_9,(ie this is an AIR bug not a Snitter bug),0
5594,OrtuJIRA_test_9,yes they should all be using RWLock absolutely.,0
5595,OrtuJIRA_test_9,Where is the 'Grant license to ASF for inclusion in ASF works' for the patch,0
5596,OrtuJIRA_test_9,Thanks Willem.,0
5597,OrtuJIRA_test_9,I will update the docs (probably this weekend when I find some time),0
5598,OrtuJIRA_test_9,Updated patch with new file.,0
5599,OrtuJIRA_test_9,Forget git add get sad...,0
5600,OrtuJIRA_test_9,The patch looks good to me.,0
5601,OrtuJIRA_test_9,Is there any particular reason on using an _ in front of the following variables?,0
5602,OrtuJIRA_test_9,{noformat} _harMetaCache {noformat}  Also this is meant for trunk only?,0
