ID,Polarity,Text
5058,0,I knew they were missing and just forgot to do it before I committed it.
5059,0,Cancelling current patch to upload new patch
5060,0,To answer your questions in order: This problem only happens with the embedded driver because the Database is created inside the JVM and locked to prevent other processes to connect to it.
5061,0,With the client you can connect to the same database many times.
5062,0,I'll attach a zip with a small test project where you can reproduce the problem.
5063,0,(all you need to add is your derby.jar)  I'm testing the DerbyTest from Eclipse.
5064,0,I'm starting the 2nd version of DerbyTest from Eclipse as well.
5065,0,When debugging it in Eclipse you can see the number of daemons grow very fast.
5066,0,Still using a connection pool is pretty common.
5067,0,Regards  Leon
5068,0,Hey Uma I've elected not to revert the patch as-committed since it does indeed fix the bug at hand.
5069,0,But in reviewing the patch I've come up with a number of ideas for how LeaseManager#changeLease and FSNamesystem#unprotectedChangeLease can be improved.
5070,0,I've filed them in this JIRA: HDFS-2875.
5071,0,Will try and do so within the next couple of days unless [~bikassaha] or [~sseth] beat me to it.
5072,0,As KeywordTokenizer does the same thing I'll close this issue.
5073,0,Some folks on the mailing list had something like this happening to them.
5074,0,Added Maven Remote Resources Plugin version 1.0-alpha-5.
5075,0,My assumption is that when you make a request to read 1k from a disk file that the OS reads substantially more than 1k from the disk and places it in the buffer cache.
5076,0,(The cost of randomly reading 1k is nearly the same as randomly reading 100k--both are dominated by seek.)
5077,0,So if you make another request to read 1k shortly thereafter you'll get it from the buffer cache and the incremental cost will be that of making a system call.
5078,0,In general one should thus rely on the buffer cache and read-ahead and make input buffers only big enough so that system call overhead is insignificant.
5079,0,An alternate strategy is to not trust the buffer cache and read-ahead but rather to make your buffers large enough so that transfer time dominates seeks.
5080,0,This can require 1MB or larger buffers so isn't always practical.
5081,0,So back to your statement a 1k buffer doesn't save physical i/o but nor should it incur extra physical i/o.
5082,0,It does incur extra system calls but uses less memory which is a tradeoff.
5083,0,Is that what you meant?
5084,0,I will upload another patch (V5) in a couple minutes.
5085,0,There are some changes about ServerName in the past few weeks so v5.patch changed this one-line {code}       return ServerName.valueOf(hostname 1234 1L) {code}
5086,0,Patch uploaded.
5087,0,Have passed all the local unit tests.
5088,0,"//OdfDocument embedDoc = doc.getEmbeddedDocument(""Object 7"") //embedDoc.save(ResourceUtilities.newTestOutputFile(TEST_FILE_EMBEDDED_SAVE_OUT)) //embedDoc = OdfDocument.loadDocument(ResourceUtilities.getTestResourceAsStream(TEST_FILE_EMBEDDED_SAVE_OUT)) //Assert.assertEquals(embedDoc.getMediaType() OdfMediaType.TEXT.toString())  Svante"
5089,0,If you want to work on it or assign it to someone else please do.
5090,0,Otherwise I will try to look at it when I return to some JSF development at work later this month.
5091,0,If there's a problem with items being in the cache when they shouldn't be adding a check around the Add method isn't a solution to that problem.
5092,0,We should be Remove()ing items from the cache...not just overwriting them.
5093,0,I applied an addendum for HBASE-3904 v6 to TRUNK.
5094,0,NPE is fixed.
5095,0,However HBASE-4087 is required for the new unit test to pass.
5096,0,Sample client server and broker configuration.
5097,0,"Watch out for ""Got InvalidDestinationException"" messages."
5098,0,Kiran - I think this is a setup issue than anything else.
5099,0,Hugo - if you couldnt reproduce it please close it
5100,0,A quick and simple fix.
5101,0,How to handle the problem with LUCENE_29 setting and the posIncr of stopwords together with QueryParser that has a default setting of ignoring posIncr?
5102,0,How about adding required Version to QP ctor?
5103,0,if I were to write a MyQuery class and implemen the toString method a certain way how would QueryParser know about MyQuery?
5104,0,Is it possible to extend QueryParser?
5105,0,"Hi  could you add the following line form.getDictionary().setItem(COSName.getPDFName(""NeedAppearances"")COSBoolean.TRUE)  right after PDAcroForm form = docCatalog.getAcroForm()  and try again?"
5106,0,BR Maruan
5107,0,Still about 2 hours worth of work left on this.
5108,0,I changed the issue title because this issue includes the implementation of non-standard math functions.
5109,0,Make scheduler heartbeat interval configurable (bikas)
5110,0,+1 for making test behaves predictable.
5111,0,Tests are meant to raise potential issues not to add variation of the issue.
5112,0,I can see leaning toward to selects from the FLUSHER table with explicit checkpoints is a good balance for this case.
5113,0,I am not aware of whether we have test to fill the page cache with new data evicting all pages currently in the cache so the row count changes are written at a known point in time.
5114,0,And it will be a good test to have in turn of code coverage point of view.
5115,0,This patch fixes bug for ia32.
5116,0,Breakpoint handler frame is detected and processed specifically by unwinding algorithm.
5117,0,Ran for almost an hour this time.
5118,0,Dump looks similar to previous one.
5119,0,Here's another whack at splitting the patch.
5120,0,I addressed Shravan's request to add in the MRStreaming stuff into LocalLauncher and put in the jc.stop() calls after failed jobs in both Local and MapReduceLauncher.
5121,0,...and it seems like having 2 APIs KV and Cell for every method other than those that take Cell-types params...
5122,0,Which methods we talking about here?
5123,0,There a list?
5124,0,Ill go ahead and push it.
5125,0,It is specific to what it is describing.
5126,0,Couldn't the NodeState implementations in question (StoreNodeAsState AFAICS) just use their id to implement hashCode()?
5127,0,<joes4> This is a bug in FreeBSD's ldap support- sorry there's nothing we can do about it.
5128,0,In pom.xml of tajo root you forget to change the tajo version to 0.8 at Line 76.
5129,0,Aaron  Go ahead.
5130,0,Patch that adds the fix to WebResponse
5131,0,Thanks for patch v2.
5132,0,Some comments: 20.
5133,0,Log.truncateTo(): The following code seems to be used just for getting the first segment.
5134,0,22
5135,0,ReplicaManager: 22.1 recordLeaderLogUpdate(): Could we rename it to recordLeaderLogEndOffset()?
5136,0,22.2 close(): Could we rename it to shutdown to map startup()?
5137,0,22.3 readCheckpointedHighWatermark(): We should just read the HW from memory.
5138,0,The on-disk version is only useful on broker startup when we populate the in-memory HW using the on disk version.
5139,0,23
5140,0,"HighwaterMarkCheckpoint: Is it better to name the file "".highwaterMark"" so that it's hidden?"
5141,0,I applied the patch at revision: 599008.
5142,0,Still why do we hardcode these numbers e.g.
5143,0,port/src/lil/em64t/pim/m2n_em64t_internal.h: #ifdef _WIN64 const unsigned m2n_sizeof_m2n_frame = 120 #else const unsigned m2n_sizeof_m2n_frame = 104 #endif  vmcore/src/util/em64t/base/compile_em64t.cpp: // Stack size should be (% 8 == 0) but shouldn't be (% 16 == 0) const int ALIGNMENT = 0  Doesn't it worth to let compiler calculate such values?
5144,0,It would be good if folks can use standard Java i/o idioms with Hadoop.
5145,0,http://www.ibm.com/developerworks/java/library/j-jtp03216.html  {noformat} OutputStream out = fs.open(...) try {   out.write(...) } finally {   out.close() } {noformat}  When multiple files are involved the best thing is to nest the try blocks.
5146,0,Shouldn't we try to make this idiom work well with HDFS?
5147,0,This looks good but I wish there was a good way to set up a test case.
5148,0,I guess the best way would be to create a JobTracker and call the heartbeat method and observe the requested heartbeat interval.
5149,0,I included the gen stamp and length in the {{cacheReport}} to handle caching newly appended data.
5150,0,I guess the gen stamp is unnecessary but the DN isn't going to automatically mlock newly appended data so the NN needs to somehow realize that the cached length is shorter than the new length and ask the DN to recache at the new length.
5151,0,Alternatively I guess the DN could automatically mlock appended data but there are quota implications there.
5152,0,On startup I agree that we can skip cache reports until the cache is populated.
5153,0,I also agree that jittering doesn't matter as much if it's ticking on such a short time scale.
5154,0,I guess I could have cleaned this up rather than just changing the default cache report period like Colin asked.
5155,0,However since we want to eventually have both incremental and full reports let's just ape how block reports work don't jitter the incremental reports but do jitter the start time for the full reports and afterwards tick at a regular interval.
5156,0,Let's clean up all these issues in the incremental cache report JIRA (HDFS-5092) if this sounds good I'll edit the JIRA description with these todo items.
5157,0,Uploaded a patch that fixes the comments and includes the test
5158,0,Thanks for the review.
5159,0,We used to do 'stopping'.
5160,0,Smile.
5161,0,Stopping' gets us closer to classic Lifecycle.
5162,0,I think just needed for this at mo.
5163,0,Because this neither-here-nor-there code-reuse seems not much useful.
5164,0,The original reason why i asked this is so that clients can seamlessly cross over like in MR between RM and AHS.
5165,0,But it seems like clients have to know which protocol they are talking to.
5166,0,fully agree Christian!
5167,0,I refereed to the [^v1-enable-wall-werror.patch] which contains {{-Wall -Werror}} and I thought it sould be {{-Wall -Wextra}}  However just add {{-Wall}}  to that patch makes absolutely sense and could be committed.
5168,0,Hi Nicholas did you solve the issue?
5169,0,Thank you for the patch Shawn can you also tell us what behavior you are seeing that is wrong?
5170,0,Maybe you can paste a SOAP query example request and explain the wrong behavior and what it is you are expecting?
5171,0,Commit cf6045f1aa37674f0225144ae0a1f662f955f153 in branch refs/heads/pvlan from [~jessicawang] [ https://git-wip-us.apache.org/repos/asf?p=cloudstack.gith=cf6045f ]  CLOUDSTACK-747: internalLb in VPC - UI - create network offering - system offering dropdown is for router only.
5172,0,Change its variable name to be more intuitive.
5173,0,you need to create system offering for system vms (ssvmcpvmrouter vm) and then you can upgrade to new system offerings it is only supported in vmware
5174,0,Marking as dup of HBASE-5861 (You saw it first Andrew but Jon is going to work on this over in 5861..)
5175,0,Patch applied Thank to Clay Leeds.
5176,0,(BTW - The Idea to retrieve the Document Title is the best solution on my opinion.)
5177,0,[~smarthi] When I apply this patch the source code cannot be compiled.
5178,0,Another error is that the class Functions.NEGATE is misspelled as Function.NEGATE.
5179,0,If you have the opportunity to do it go ahead.
5180,0,Now again in the next trip of finalization it will throw NodeExistsException here it is really required to do the #store.
5181,0,Patch looks good to me.
5182,0,I'm fine w/ not naming it Consumer - I agree it does not really consume it.
5183,0,But if we go with PayloadMergeProcessor we'll need PayloadMergeProcessorProvider and they become quite long names :).
5184,0,I was thinking PayloadProcessor and PayloadProcessorProvider (have cool acronyms to PP and PPP) but then people might get confused that it processes all payloads (maybe before they are even written the first time) while it is actually invoked only during segment merges.I was following the *Consumer pattern I saw all over the place w/ SegmentMerger and thought that if someone ever reads SM code it will swallow easily another *Consumer one ...
5185,0,So between PC PMP and PP - I prefer PP - the documentation should clarify what it does.
5186,0,But I'm open for suggestions.
5187,0,setting    set hive.script.auto.progress=true  seems to have no effect.
5188,0,Abhinav can you also attach cloud_usage db dump.
5189,0,Need it to test the fix.
5190,0,I changed the ubuntu version too.
5191,0,By the way getCanonicalPath() performs actual file access may take long if drive is slow (e. g. Samba) may fail with exception if path is inaccessible at the moment (e. g. on network drive) etc.
5192,0,On the other hand getAbsolutePath() is purely logical and doesn't need file system access.
5193,0,The change is now that in Lucene 4.0 all Analyzers are required to reuse TokenStream instances so the StopFilter is only produced only once in your application (when the Analyzer is created).
5194,0,Only the first of these is a failure.
5195,0,This test pukes all over the place when the first test fails.
5196,0,Some of the other test cases in this class failed because that constraint error occurred?
5197,0,There were most definitely 21 test case failures.
5198,0,<danielsh> Yes any23.zones.apache.org is the jail's hostname so use the IP it resolves to.
5199,0,ill upload a patch for 3.1 and 3.2 branch as soon as ZOOKEEPER-597 gets committed to those branches.
5200,0,Yeah seems safe.
5201,0,Will commit a bit later unless somebody beats me to it.
5202,0,Hi Zeid  I'll go ahead and commit your changes but this one doesn't look right...I think it's a hold over  from the Mac files.
5203,0,This symbol is not used for the Windows Netaccessor.
5204,0,Yeah?
5205,0,Please watch the source tree over the next several weeks before our next release.
5206,0,There will  probably be some additional file checks so you'll need to patch the projects yet again.
5207,-1,Sorry db name is TPCDB user name TPC pwd whatever...
5208,-1,Sorry my code base is a little old looks like HADOOP-9147 add some new test in TestFileStatus.
5209,-1,I'm sorry.
5210,-1,Sorry I hit close by accident.
5211,-1,Sorry I've been MIA on this issue.
5212,-1,I haven't had any time to try re-upgrading after having to back out 2.0.8 but I will be sure to let you know how it works out as soon as I get the opportunity.
5213,-1,Sorry for that.
5214,-1,Sorry missed that select-box.
5215,-1,Sorry for letting you guys wait.
5216,-1,[~shazron]Sorry that was weird.
5217,-1,Missed 2 new files - sorry !
5218,-1,Sorry no longer working on this
5219,-1,Sorry patch is attached
5220,-1,On 2008-10-20 11:43:52.354 woflexair commented: Joan  sorry for the noise in the bugbase but it's not a bug.
5221,-1,Sorry once again for the wrong report Stephane
5222,-1,Sorry I forgot to change the priority of this one.
5223,-1,sorry.
5224,-1,Sorry that should have said fixed via HADOOP-4980 not 6980.
5225,-1,Sorry about the report.
5226,-1,Ugh sorry :(  Thanks!
5227,-1,Sorry about that.
5228,-1,Sorry I didn't use your patch but I think you'll like the end result.
5229,-1,Some file were missing in the last patch sorry.
5230,-1,The biggest problem is that we've had too many committers over the years and we'd have to get all of their permission to change it.
5231,-1,So sorry I can't be more obliging.
5232,-1,Last try.
5233,-1,Sorry.
5234,-1,sorry.. redeploy patch
5235,-1,Sorry for the trouble Vikram!
5236,-1,Sorry for the misspelling )
5237,-1,(sorry if that was confusing)
5238,-1,sorry for your time.
5239,-1,I must have looked at this before my morning coffee..
5240,-1,Sorry -) +1
5241,-1,Wow that was some bad copy/paste work.
5242,-1,sorry.
5243,-1,sorry....
5244,-1,Sorry about that...  http://bit.ly/12UiaS
5245,-1,Sorry Thiru I hope you haven't already started working on this!
5246,-1,huh ... i thought i did resolve this.
5247,-1,sorry.
5248,-1,Sorry misunderstood the issue!
5249,-1,Sorry for the delay.
5250,-1,sorry for delay
5251,-1,Sorry for the delay was away.
5252,-1,Sorry.
5253,-1,This was my bad.
5254,-1,Sorry it seems I forgot a few references to 2.0.2 in ./deps/cxf-all I'm attaching a new patch to fix these references.
5255,-1,Thanks Jukka for fixing this :) (sorry)
5256,-1,Stroooong ++++++1  I wanted to do that long time but some tests were made me afraid.
5257,-1,Sorry that should be  FileChannel inputChannel = input.getChannel() FileChannel outputChannel = output.getChannel()  in the try block.
5258,-1,Sorry [~svenkat] I just committed this.
5259,-1,No sorry.
5260,-1,Didn't got the time to try it yet.
5261,-1,Sorry to have not spotted this one and thanks for your care.
5262,-1,"Sorry I missed the ""overwrite"" keyword."
5263,-1,This might be a bug indeed.
5264,-1,Sorry everyone.
5265,-1,sorry last patch was missing new files
5266,-1,sorry for misleading attachment name.
5267,-1,Sorry Avdhesh I forgot to add these two files to the patch here is the new patch containing the missing files
5268,-1,Hey Vikram-- sorry about that I haven't paid much attention to this issue.
5269,-1,Sorry should ask first.
5270,-1,Thanks to Mathias Werlitz - sorry for the delay.
5271,-1,Sorry.
5272,-1,The problems I was talking about are mostly fixed by [HADOOP-3575] and [HADOOP-3480].
5273,-1,I opened [HADOOP-3607] to fix a wrong URL but appart from that I don't there's still references to the old structure.
5274,-1,no sorry - priorities have been shifted around...
5275,-1,Um sorry i thought this ticket was about something else - patch attached David would you give a try?
5276,-1,Sorry for the noise.
5277,-1,Sorry about that.
5278,-1,Sorry I missed some of this the first time.
5279,-1,Sorry  fixed.
5280,-1,Sorry Gav DONE Committed @revision 2487.
5281,-1,Sorry but look at mapSubtract and further down in the source you will find plenty.
5282,-1,Sorry -)
5283,-1,Thanks for the report and sorry its taken so long to fix it.
5284,-1,well sorry i didn't upload the right files
5285,1,Thanks Tom.
5286,1,I would love to have it right now for storm too. If you want me to sign up as a use case I am happy to.
5287,1,Thanks for the patch Erik (and Jon)
5288,1,Thanks for figuring this one out and providing the patch Jamie!
5289,1,@Ashutosh: thanks a lot for the comments.
5290,1,Thanks for the quick patching Donald!
5291,1,Thanks Bilgin  it is working fine now.
5292,1,Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.
5293,1,Thanks senaka for the patch.
5294,1,Thank you very much Richard.
5295,1,Thanks for the patch Niall +1
5296,1,thanks henry!
5297,1,Taking it over  Thanks Mayank
5298,1,:)  Best regards Fabian.
5299,1,Thanks  Rishi Solanki  to review the patch.
5300,1,Thanks Hari!
5301,1,Best regards Richard
5302,1,Hello George  The fix looks fine many thanks!
5303,1,Best regards  Andrew
5304,1,Thank you Brandon.
5305,1,I really like what I am seeing so far.
5306,1,This is quality work.
5307,1,Thanks Dianne!
5308,1,Thanks Elena.
5309,1,Thanks Suresh
5310,1,Thanks to both for these usability enhancements !
5311,1,Thanks a lot for the reviews Todd.
5312,1,Thanks Stepan.
5313,1,Thanks Doug for the change.
5314,1,Great investigations Doron!
5315,1,Thanks for your patience.
5316,1,Thanks Ivan.
5317,1,Hi Sandy Thanks so much to give me such comments that's really helpful I will update this later.
5318,1,ahhh sweet i'm guessing you have an IDE that does this? If the tests pass commit this kinda crap goes out of date too fast!
5319,1,I want to integrate the sweet sweet logo Andrew crafted.
5320,1,Thanks Oliver!
5321,1,Thanks to Fabrizio for the patch.
5322,1,Regex is your friend.
5323,1,Thanks Awdesh - Done at r821748.
5324,1,Thanks Richard  Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.
5325,1,Thanks Tom
5326,1,Thanks for your comments Konstantin.
5327,1,Marcelo thanks for pointing out this it is now fixed in rev.
5328,1,looks fine thank you.
5329,1,Thanks for spotting this fixed at r487519
5330,1,Thanks Areek patch looks good!
5331,1,Hi James  This patch has been applied by chirino in the revision 576522  at Sep 17.
5332,1,This patch really helped.
5333,1,It will be great if you could confirm it either way first.
5334,1,Thanks Todd glad to be on board!
5335,1,Sweet I will review and apply.
5336,1,Thanks Amar!
5337,1,Thanks for sweet patch Erik.
5338,1,Owen thanks for the slides.
5339,1,I'm glad we were able to resolve this issue.
5340,1,Megan Glad to be of service : )
5341,1,Thanks Andi.
5342,1,Hi Daniel thanks in advance for your support.
5343,1,Thanks Hairong!
5344,1,Thank you very much for your effort David.
5345,1,Thanks in advance Jens
5346,1,Aha thanks for the information. That makes sense. Glad to hear that it helped! :)
5347,1,Thanks for looking into this Suresh.
5348,1,Thanks a lot for sharing that Josh!
5349,1,Thanks a lot Subin.
5350,1,Brilliant feedback thanks! I'm glad you found the issue and the solution!
5351,1,Sweet :) You got there before me
5352,1,bq. First of welcome :) Thank you.
5353,1,Thats sweet that you have the prior experience hacking this on top of a store already.
5354,1,Excellent work Do??acan - thank you.
5355,1,This looks simple and sweet to me.
5356,1,Sweet kickstart for our new wiki!
5357,1,Hello  Thanks a lot!  It works.  Lisa
5358,1,Yes please - pull request away my friend!
5359,1,I love this.
5360,1,dc36d49eb3e240b3d8fd8b89ab178a7b1ec17d8b TS-1513: SPDY plugin crashes on connection close  Thanks for testing!
5361,1,Thanks for looking into this Allan.
5362,1,Thank you Babak!
5363,1,I will be the sponsor for your beer the next time we meet.
5364,1,But I'm probably not an JMX expert... -)
5365,1,I tested a couple of projects with IDEA 7 and 8 and some more with IDEA 7 and everything is working.
5366,1,but both IDEA 7 and IDEA 8 seem to handle them just fine.
5367,1,Could you please port it to branch-1 that that we could integrate it to branch-1-win  Slavik thanks for the review!
5368,1,Thanks Ashish For committing the patch.
5369,1,Thanks Chandan Khandelwal
5370,1,Thanks Aaron!
5371,1,Please let me know if you need something else.
5372,1,If you would like to take up this work that'd be great.
5373,1,Otherwise hopefully someone else will improve this code when they've got some time.
5374,1,[~lhofhansl] thank you so much.
5375,1,Thanks Mark for taking care of this issue!
5376,1,this class funny coincidence :)  What are you thoughts about QueryParser being able to know about custom Query implementations?
5377,1,:)  Will have a look.
5378,1,great idea those are lost to the ages but I'll try to reproduce.
5379,1,However the goal of the test was very good.
5380,1,Thanks Pat.
5381,1,Patch looks good to me.
5382,1,I like this title.
5383,1,Thanks.
5384,1,indeed good catch!
5385,1,That's a good point we should make sure that it doesn't decrease performance for one of the database types even if it increases it for Oracle (in which case making it configurable in oozie-site.xml would be a good idea too).
5386,1,(@ddlatham: thats kinda funny that you wrote the linked-to article -- it was a random google search)
5387,0,This is the bridge code minus the redundant bit.
5388,0,I would like that add that the problem is highly reproducible.
5389,0,Looks great to me.
5390,0,Thanks Doug.
5391,0,These file describes my change:  derby1434-try2.diff (attached multiple times should have the same content) derby1434-try2.stat
5392,0,And it's somehow connected to https://issues.apache.org/jira/browse/DIRAPI-137
5393,0,"The reason of such big number of ""ByteArrayOutputStream.write"" invokes is signed ext/bcprov.jar - it's manifest is read by byte."
5394,0,If we put this jar to bootclasspath we'll have at least 5% performance boost on HWA application .
5395,0,btw: maybe we should add this Jira's as subtasks to HARMONY-5277 ?
5396,0,As they're startup related.
5397,0,Ok all done  https://issues.apache.org/jira/browse/KATO  I found sgoyal jira username to be shubham so hope thats right if so good to go!
5398,0,comments on phabricator
5399,0,I guessed UIMA_HOME/config but could be /lib
5400,0,The only thing that the convention plugin does at request time happens in org.apache.struts2.convention.ConventionUnknownHandler the rest is just configuration loading on start up you might want to put a breakpoint in handleUnknownAction and see what is going on.
5401,0,So either new-style hints are being written without versionColumn by RowMutation.hintFor or old style hints did not get cleaned out properly by SystemTable.purgeIncompatibleHints.
5402,0,But both of those look fine to me.
5403,0,Hi  I have changed the rsync to rsync.eu.apache.org.
5404,0,Please check it now.
5405,0,Regards Softaculous Team
5406,0,> Stage 2 btw will involve documentation.
5407,0,I'm not forgetting it :)   Did you forget it or did I miss it somewhere?
5408,0,Is it possible to do this when closing the input/outputstream aswell?
5409,0,Thanks Mathias.
5410,0,Bringing into 0.90.0.
5411,0,Marking as critical.
5412,0,@Jon Thanks for committing it.
5413,0,Anoop reminded me about this.
5414,0,The failure of GdiplusStartup happened to because this function was called from a native method with RSP not aligned to 16 bytes.
5415,0,It is not well documented in MSDN but it looks like RSP has to be always aligned to 16 bytes.
5416,0,Some functions don't require it but some do.
5417,0,A patch was made to the interpreter to fix this in assembly code so if a native method has an odd number of arguments additional 8 bytes are skilled by RSP to align it to 16 bytes.
5418,0,Patch applied at 514264.
5419,0,So I am likely going to work on this soon.
5420,0,What is the exact problem?
5421,0,If it would as simple as just recreating ReplicationZookeeper or using RecoverableZookeeper J-D would have probably just done it :)
5422,0,You forgot to mention the part where I said that I have absolutely no idea if MinSize is important for some other part of the code )  Also it looks like if we add a check in couch_db:doc_flush_binaries/2 to see if we're not streaming an attachment of unknown length and then pass that information to couch_stream:ensure_buffer/2 so that couch_stream can decide if it wants to allocate exactly the requested amount or some extra it'd solve the issue.
5423,0,The two issues mentioned by Tom has been fixed.
5424,0,The new patch is the whirr-168-3.patch file.
5425,0,32 bit ubuntu 12.10
5426,0,Marking this for 0.18.4 and above since it's a deadlock.
5427,0,The patch should work on all fair scheduler versions.
5428,0,This blocker/ critcal was created before July please review and resolve we are approaching 4.2 code freeze in 7 days
5429,0,Was fixed to behave as it used to.
5430,0,Thanks for the patch.
5431,0,It works for me both in container and in testing with WicketTester.
5432,0,"As I said on that thread I'm in a compilers class right now and I thought I might make a more ""enlightened"" attempt using lex/yacc soon and see where that gets me if no one else gets this done first."
5433,0,"anyway if someone is brave enough to fix the ""attempt one"" script i wish them well )"
5434,0,I added a rm -rf /tmp/h* to hadoopqa... and ran this again.... seems to be working:  https://builds.apache.org/view/H-L/view/HBase/job/PreCommit-HBASE-Build/7253/console  We'll see.
5435,0,by the way the only open impl of this algorithm i could find is at http://rrette.com/moman.html (ZSpell) in python.
5436,0,I recently stumbled upon a C++ey STLey impl -> http://code.google.com/p/patl/  bq.
5437,0,I might be on the trail of a java impl - get out the hounds!
5438,0,If you do take hold of it do not hesitate to share :) The original paper and C++ code likewise melt my brain and I needed the algo in some other place.
5439,0,Go ahead commit Nitay.
5440,0,We can file issues with it as we find them.
5441,0,Hi Deepa I looked at the transaction logs afaict this is not a bug rather the znode you mention is not deleted on session expiration because it was already explicitly deleted by another session.
5442,0,I dumped the txnlog from zookeeper2 here is the section of interest.
5443,0,afaict things are working properly at least on the ZK side of things.
5444,0,Fixed a typo in the oritinal patch.
5445,0,toString() method added.
5446,0,FWIW: this issue is a regression of JCR-890 i.e.
5447,0,the refactoring involved (r982520).
5448,0,there might be more hidden issues like this.
5449,0,+1 let's rip it out and redo it if we need it.
5450,0,I wasn't talking about the perment schedule.
5451,0,I was talking that the first three months of becoming a TLP we have to report monthly.
5452,0,"Kevin we already have that -- the jobs are named after the file (if you run pig myfile.pig) but you can override the name with ""set job.name myname""  With this ticket that job name would essentially become a prefix."
5453,0,I've saw this after completed the issue.
5454,0,I've rework almost all needed messages in Preconditions.checkArgument.
5455,0,And I did it according the style of each class.
5456,0,I think it will be useful to standardize all the messages.
5457,0,"Example for case: Preconditions.checkArgument(size >= 0 ""size must be at least 0"") we can do like Preconditions.checkArgument(size >= 0 ""Wrong size: "" + size + ""."
5458,0,Marking this an incompatible change so that it gets attention.
5459,0,Also setting webinterface.private.actions has other effects like enabling the 'kill job' and 'kill task' links on the Job web UI.
5460,0,@Joy: I agree that not losing heartbeats is the best scenario.
5461,0,In the case I mentioned in my above comment we would not lose datanode heartbeats if we implement HDFS-1392.
5462,0,"On the other hand if there is a true network partition then NN will ""lose heartbeats"" from datanodes because the datanodes cannot send messages to the NN."
5463,0,In that case the NN should delay creating a replication-storm in the hope that the network partition gets resolved soon.
5464,0,So the heuristic that I listed above to detect a network partition should still be applicable isn't it?
5465,0,Hi
5466,0,Yep i am actually using just Pax Runner/Exam to start Ace stuff.. but i am not 100% sure about what the MuliFrameworkStarter is about.. what is it good for ?
5467,0,Checked in with revision 388211.
5468,0,After applied patch the output format just like this :  [root@infra1 bin]# ./hdfs dfs -count -header / DIR_COUNT FILE_COUNT CONTENT_SIZE FILE_NAME            7        10002           10292583 / [root@infra1 bin]# ./hdfs dfs -count -q -header / QUOTA REMAINING_QUATA SPACE_QUOTA REMAINING_SPACE_QUOTA DIR_COUNT FILE_COUNT CONTENT_SIZE FILE_NAME   2147483647      2147473638            none             inf            7        10002           10292583 /
5469,0,The unit test code is for a sleep job where splits need not be different since they are empty.
5470,0,"Here is his response:  ""There is no reason to change the version in the header as the version can be anything (ISO 19005-2:2005 6.1.2)."
5471,0,As for the OutputIntent that is not necessary if all colors in the PDF are in a device independent colorspace (ISO 19005-1:2005 6.2.3.1).
5472,0,In this case they are all in ICCBased Gray.
5473,0,"Leonard""       BR  Bill Fausser"
5474,0,That seems to work for me - thanks!
5475,0,The preliminary patch is attached.
5476,0,David  I've done a little digging and have a question around:  OrderReadHelper.getOrderItemQuantityBd()  Firstly going back a while now this log:     http://svn.ofbiz.org/viewcvs/trunk/components/order/src/org/ofbiz/order/order/OrderReadHelper.java?rev=4367&r1=4281&r2=4367 shows a change to the strings that seems to make the first if statement redundant?!
5477,0,I presume either that statement can now be removed or the original intention of the statement needs reimplementing?
5478,0,"scheduleAtFixedRate ""Creates and executes a periodic action that becomes enabled first after the given initial delay and subsequently with the given period that is executions will commence after initialDelay then initialDelay+period then initialDelay + 2 * period and so on."
5479,0,"If any execution of the task encounters an exception subsequent executions are suppressed...""  so get() shouldn't be causing a cancel but if an exception is found then we need to re-schedule it manually."
5480,0,(If you cast the Runnable in afterExecute to ScheduledFutureTask you can get access to the scheduling info.)
5481,0,if get is causing the cancel even w/o any exceptions being involved then I guess you'll need to source dive in ScheduledThreadPoolExecutor to see what is going on.
5482,0,Here are two thread dumps:  sling6.thread_dump.01.txt was taken about 10 seconds after a shutdown of Sling was attempted.
5483,0,sling6.thread_dump.02.txt was taken a couple minutes later.
5484,0,I include it because quite a few of the threads from the first dump have stopped by this point.
5485,0,thx todd missed the ant/ivy stuff update patch takes care of it (hopefully mavenized gridmix goes in soon and ant/ivy will go away)
5486,0,According to https://issues.apache.org/jira/browse/INFRA-6336 we can't use git for websites.
5487,0,Thanks for the reference I'll look into it.
5488,0,[~egli] - can you reproduce?
5489,0,If you do you'd stand a better chance of making a proper fix...
5490,0,I don't have the cycles today.
5491,0,It would be great if you could work on it.
5492,0,Thus assigning the issue to you.
5493,0,Thanks.
5494,0,"I have uploaded the modified patch ""PartyCommunication.patch"" and it is ready for testing."
5495,0,This is the reverse side of ARIES 399 which dealt with a deadlock in ServiceRecipe.
5496,0,As mentioned there to fix the issues blueprint code that calls out to any kind of client code (reference listeners service listeners initialiser methods) should not hold the full BlueprintRepository lock which allows deadlocks like the two observed.
5497,0,Or at least the locks need to be much more fine-grained than locking the whole container.
5498,0,I hope the first approach as the more general solution will work though :)
5499,0,Yeah I had a hunch it was a shutdown hook kicking in at the same time.
5500,0,i modified the test class from HADOOP-6148 (bigger is better) the result is:   ||bytes||PureJava MB/sec||Native MB/sec||Random PureJava MB/sec||Native MB/sec|| | 1
5501,0,I fixed the build failures on 4.1 this morning.
5502,0,I'm doing an automated test as well.
5503,0,Will close this ticket if there are no issues.
